locus_tag	ftype	length_bp	gene	EC_number	COG	product
MGBLIEJO_00369	CDS	1548	gatA_1	6.3.5.7		Glutamyl-tRNA(Gln) amidotransferase subunit A
MGBLIEJO_00370	CDS	3261				hypothetical protein
MGBLIEJO_00371	CDS	1065	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
MGBLIEJO_00372	CDS	1182				hypothetical protein
MGBLIEJO_00373	CDS	1476	dan	3.5.1.81		D-aminoacylase
MGBLIEJO_00374	CDS	861	hexR_1		COG1737	HTH-type transcriptional regulator HexR
MGBLIEJO_00375	CDS	1350	gntT_1		COG2610	High-affinity gluconate transporter
MGBLIEJO_00376	CDS	1137				hypothetical protein
MGBLIEJO_00377	CDS	1269	ynfM			Inner membrane transport protein YnfM
MGBLIEJO_00378	CDS	891	benM_1			HTH-type transcriptional regulator BenM
MGBLIEJO_00379	CDS	843				hypothetical protein
MGBLIEJO_00380	CDS	1227	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
MGBLIEJO_00381	CDS	729	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MGBLIEJO_00382	CDS	456				hypothetical protein
MGBLIEJO_00383	CDS	1197	fabF_2	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
MGBLIEJO_00384	CDS	483				hypothetical protein
MGBLIEJO_00385	CDS	735	COQ5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
MGBLIEJO_00386	CDS	1248	ctcP	1.14.19.49		Tetracycline 7-halogenase
MGBLIEJO_00387	CDS	2340				hypothetical protein
MGBLIEJO_00388	CDS	615				hypothetical protein
MGBLIEJO_00389	CDS	450				hypothetical protein
MGBLIEJO_00390	CDS	948				hypothetical protein
MGBLIEJO_00391	CDS	735				hypothetical protein
MGBLIEJO_00392	CDS	1692				hypothetical protein
MGBLIEJO_00393	CDS	546				hypothetical protein
MGBLIEJO_00394	CDS	255	acpP_1		COG0236	Acyl carrier protein
MGBLIEJO_00395	CDS	261				hypothetical protein
MGBLIEJO_00396	CDS	813				hypothetical protein
MGBLIEJO_00397	CDS	720				hypothetical protein
MGBLIEJO_00398	CDS	780	soj_1	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
MGBLIEJO_00399	CDS	396				hypothetical protein
MGBLIEJO_00400	CDS	1677	madA	2.3.1.187		Acetyl-S-ACP:malonate ACP transferase
MGBLIEJO_00401	CDS	876	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
MGBLIEJO_00402	CDS	300	mdcC			Malonate decarboxylase acyl carrier protein
MGBLIEJO_00403	CDS	852	madC	2.1.3.10		Malonyl-S-ACP:biotin-protein carboxyltransferase MADC
MGBLIEJO_00404	CDS	801				hypothetical protein
MGBLIEJO_00405	CDS	639	mdcG	2.7.7.66		Phosphoribosyl-dephospho-CoA transferase
MGBLIEJO_00406	CDS	936	fabD_1	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
MGBLIEJO_00407	CDS	417				hypothetical protein
MGBLIEJO_00408	CDS	765				hypothetical protein
MGBLIEJO_00409	CDS	972	gltC_1			HTH-type transcriptional regulator GltC
MGBLIEJO_00410	CDS	615				hypothetical protein
MGBLIEJO_00411	CDS	720	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
MGBLIEJO_00412	CDS	1407	bioA	2.6.1.62		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
MGBLIEJO_00413	CDS	1875	mnmC_1	2.1.1.61		tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
MGBLIEJO_00414	CDS	549	yceJ		COG3038	Cytochrome b561 
MGBLIEJO_00415	CDS	579	yceI		COG2353	Protein YceI
MGBLIEJO_00416	CDS	1890	rhlE_1	3.6.4.13		ATP-dependent RNA helicase RhlE
MGBLIEJO_00417	CDS	846	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
MGBLIEJO_00418	CDS	1410	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
MGBLIEJO_00419	CDS	396				hypothetical protein
MGBLIEJO_00420	CDS	786	otnI_1	5.3.1.35	COG3622	2-oxo-tetronate isomerase
MGBLIEJO_00421	CDS	1458	ygbN		COG2610	Inner membrane permease YgbN
MGBLIEJO_00422	CDS	639	otnC	4.1.1.104	COG0235	3-oxo-tetronate 4-phosphate decarboxylase
MGBLIEJO_00423	CDS	1290	otnK	2.7.1.217	COG3395	3-oxo-tetronate kinase
MGBLIEJO_00424	CDS	906	ltnD	1.1.1.411	COG2084	L-threonate dehydrogenase
MGBLIEJO_00425	CDS	456				hypothetical protein
MGBLIEJO_00426	CDS	1209	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
MGBLIEJO_00427	CDS	1848	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
MGBLIEJO_00428	CDS	324				hypothetical protein
MGBLIEJO_00429	CDS	1215	hemW		COG0635	Heme chaperone HemW
MGBLIEJO_00430	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
MGBLIEJO_00431	CDS	621	metXA_1		COG0500	Bifunctional methionine biosynthesis protein MetXA/MetW
MGBLIEJO_00432	CDS	1140	metXS	2.3.1.46	COG2021	Homoserine O-succinyltransferase
MGBLIEJO_00433	CDS	591				hypothetical protein
MGBLIEJO_00434	CDS	819	proC_1	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
MGBLIEJO_00435	CDS	687	yggS		COG0325	Pyridoxal phosphate homeostasis protein
MGBLIEJO_00436	CDS	1035	pilT_1		COG2805	Twitching mobility protein
MGBLIEJO_00437	CDS	681				hypothetical protein
MGBLIEJO_00438	CDS	405				hypothetical protein
MGBLIEJO_00439	CDS	1272	pyrC'		COG0044	Dihydroorotase-like protein
MGBLIEJO_00440	CDS	1005	pyrB	2.1.3.2		Aspartate carbamoyltransferase
MGBLIEJO_00441	CDS	513	pyrR	2.4.2.9		Bifunctional protein PyrR
MGBLIEJO_00442	CDS	441	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
MGBLIEJO_00443	CDS	573				hypothetical protein
MGBLIEJO_00444	CDS	903				hypothetical protein
MGBLIEJO_00445	CDS	960	gshB	6.3.2.3	COG0189	Glutathione synthetase
MGBLIEJO_00446	CDS	411	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
MGBLIEJO_00447	CDS	366	pleD			Response regulator PleD
MGBLIEJO_00448	CDS	540				hypothetical protein
MGBLIEJO_00449	CDS	2043				hypothetical protein
MGBLIEJO_00450	CDS	5985	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
MGBLIEJO_00451	CDS	471				hypothetical protein
MGBLIEJO_00452	CDS	1464	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
MGBLIEJO_00453	CDS	666	rspR_1		COG1802	HTH-type transcriptional repressor RspR
MGBLIEJO_00454	CDS	1233				hypothetical protein
MGBLIEJO_00455	CDS	765	pxpA_1	3.5.2.9		5-oxoprolinase subunit A
MGBLIEJO_00456	CDS	795		4.2.1.-	COG4336	Putative hydro-lyase
MGBLIEJO_00457	CDS	1605				hypothetical protein
MGBLIEJO_00458	CDS	1734				hypothetical protein
MGBLIEJO_00459	CDS	3390	mscK		COG3264	Mechanosensitive channel MscK
MGBLIEJO_00460	CDS	1743	nhaP2		COG3263	K(+)/H(+) antiporter NhaP2
MGBLIEJO_00461	CDS	3132				hypothetical protein
MGBLIEJO_00462	CDS	168				hypothetical protein
MGBLIEJO_00463	CDS	2622				hypothetical protein
MGBLIEJO_00464	CDS	1803	dmdC_1	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
MGBLIEJO_00465	CDS	3954	putA		COG0506	Bifunctional protein PutA
MGBLIEJO_00466	CDS	1488	putP		COG0591	Sodium/proline symporter
MGBLIEJO_00467	CDS	672	alyA_1	4.2.2.3		Alginate lyase
MGBLIEJO_00468	CDS	2139	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
MGBLIEJO_00469	CDS	525	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
MGBLIEJO_00470	CDS	330				hypothetical protein
MGBLIEJO_00471	CDS	459	elaA		COG2153	Protein ElaA
MGBLIEJO_00472	CDS	741				hypothetical protein
MGBLIEJO_00473	CDS	2199	yccS		COG1289	Inner membrane protein YccS
MGBLIEJO_00474	CDS	1179			COG2081	putative protein
MGBLIEJO_00475	CDS	1380	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
MGBLIEJO_00476	CDS	1647	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
MGBLIEJO_00477	CDS	2646	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
MGBLIEJO_00478	CDS	2958	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
MGBLIEJO_00479	CDS	1035	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
MGBLIEJO_00480	CDS	1065	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
MGBLIEJO_00481	CDS	1122	rfaG	2.4.-.-		Lipopolysaccharide core biosynthesis protein RfaG
MGBLIEJO_00482	tRNA	79				tRNA-Val(gac)
MGBLIEJO_00483	CDS	735				hypothetical protein
MGBLIEJO_00484	CDS	780				hypothetical protein
MGBLIEJO_00485	CDS	1446				hypothetical protein
MGBLIEJO_00486	CDS	6069				hypothetical protein
MGBLIEJO_00487	CDS	1758	tobZ	6.1.2.2		nebramycin 5' synthase
MGBLIEJO_00488	CDS	1131	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
MGBLIEJO_00489	CDS	897				hypothetical protein
MGBLIEJO_00490	CDS	1440				hypothetical protein
MGBLIEJO_00491	CDS	957				hypothetical protein
MGBLIEJO_00492	CDS	771				hypothetical protein
MGBLIEJO_00493	CDS	1149				hypothetical protein
MGBLIEJO_00494	CDS	639				hypothetical protein
MGBLIEJO_00495	CDS	1803	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
MGBLIEJO_00496	CDS	1425	hldE		COG2870	Bifunctional protein HldE
MGBLIEJO_00497	CDS	957				hypothetical protein
MGBLIEJO_00498	CDS	816				hypothetical protein
MGBLIEJO_00499	CDS	1176		1.-.-.-	COG0578	putative FAD-dependent oxidoreductase
MGBLIEJO_00500	CDS	333			COG2076	Multidrug transporter
MGBLIEJO_00501	CDS	1281	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
MGBLIEJO_00502	CDS	1440	tolC_1		COG1538	Outer membrane protein TolC
MGBLIEJO_00503	CDS	1890	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
MGBLIEJO_00504	CDS	1290				hypothetical protein
MGBLIEJO_00505	CDS	747				hypothetical protein
MGBLIEJO_00506	CDS	648	nudF	3.6.1.13		ADP-ribose pyrophosphatase
MGBLIEJO_00507	CDS	453				hypothetical protein
MGBLIEJO_00508	CDS	375				hypothetical protein
MGBLIEJO_00509	tRNA	71				tRNA-Ser(gga)
MGBLIEJO_00510	CDS	618				hypothetical protein
MGBLIEJO_00511	CDS	1905	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
MGBLIEJO_00512	CDS	978				hypothetical protein
MGBLIEJO_00513	CDS	522				hypothetical protein
MGBLIEJO_00514	CDS	2256	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
MGBLIEJO_00515	CDS	696				hypothetical protein
MGBLIEJO_00516	CDS	1545				hypothetical protein
MGBLIEJO_00517	CDS	1257	serB2	3.1.3.3	COG0560	Phosphoserine phosphatase SerB2
MGBLIEJO_00518	CDS	1785	fimW			Cyclic-di-GMP receptor FimW
MGBLIEJO_00519	CDS	1842	psd	4.1.1.65		Phosphatidylserine decarboxylase proenzyme
MGBLIEJO_00520	CDS	1536				hypothetical protein
MGBLIEJO_00521	CDS	852	motA		COG1291	Motility protein A
MGBLIEJO_00522	CDS	1041	motB_1		COG1360	Motility protein B
MGBLIEJO_00523	CDS	1032	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
MGBLIEJO_00524	CDS	537	orn	3.1.-.-	COG1949	Oligoribonuclease
MGBLIEJO_00525	CDS	612				hypothetical protein
MGBLIEJO_00526	CDS	1146	queG	1.17.99.6		Epoxyqueuosine reductase
MGBLIEJO_00527	CDS	1491	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
MGBLIEJO_00528	CDS	471	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
MGBLIEJO_00529	CDS	1410	amiC_1	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
MGBLIEJO_00530	CDS	1947	mutL			DNA mismatch repair protein MutL
MGBLIEJO_00531	CDS	972	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
MGBLIEJO_00532	CDS	261	hfq		COG1923	RNA-binding protein Hfq
MGBLIEJO_00533	CDS	1302	hflX		COG2262	GTPase HflX
MGBLIEJO_00534	CDS	1206	hflK		COG0330	Modulator of FtsH protease HflK
MGBLIEJO_00535	CDS	870	hflC		COG0330	Modulator of FtsH protease HflC
MGBLIEJO_00536	CDS	1188	hisZ_1		COG3705	ATP phosphoribosyltransferase regulatory subunit
MGBLIEJO_00537	CDS	1293	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
MGBLIEJO_00538	CDS	1935				hypothetical protein
MGBLIEJO_00539	tRNA	87				tRNA-Leu(cag)
MGBLIEJO_00540	tRNA	87				tRNA-Leu(cag)
MGBLIEJO_00541	CDS	2634	rnr	3.1.13.1	COG0557	Ribonuclease R
MGBLIEJO_00542	CDS	762	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
MGBLIEJO_00543	CDS	426	rpsF		COG0360	30S ribosomal protein S6
MGBLIEJO_00544	CDS	231	rpsR		COG0238	30S ribosomal protein S18
MGBLIEJO_00545	CDS	897				hypothetical protein
MGBLIEJO_00546	CDS	447	rplI		COG0359	50S ribosomal protein L9
MGBLIEJO_00547	CDS	1395	dnaB_1	3.6.4.12	COG0305	Replicative DNA helicase
MGBLIEJO_00548	CDS	2310				hypothetical protein
MGBLIEJO_00549	CDS	3279				hypothetical protein
MGBLIEJO_00550	CDS	2496			COG2307	putative protein
MGBLIEJO_00551	CDS	894			COG1305	putative protein
MGBLIEJO_00552	CDS	447				Azurin
MGBLIEJO_00553	CDS	207	nadE_1	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
MGBLIEJO_00554	CDS	1632	nadE_2	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
MGBLIEJO_00555	CDS	1341				hypothetical protein
MGBLIEJO_00556	CDS	909				hypothetical protein
MGBLIEJO_00557	CDS	444				hypothetical protein
MGBLIEJO_00558	CDS	837				hypothetical protein
MGBLIEJO_00559	CDS	3897				hypothetical protein
MGBLIEJO_00560	CDS	96				hypothetical protein
MGBLIEJO_00561	CDS	546				hypothetical protein
MGBLIEJO_00562	CDS	852				hypothetical protein
MGBLIEJO_00563	CDS	2694				hypothetical protein
MGBLIEJO_00564	CDS	654				hypothetical protein
MGBLIEJO_00565	CDS	828	nadE_3	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
MGBLIEJO_00566	CDS	1224	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase 2
MGBLIEJO_00567	CDS	906	gcvA_1			Glycine cleavage system transcriptional activator
MGBLIEJO_00568	CDS	1137	braC_1		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
MGBLIEJO_00569	CDS	915	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
MGBLIEJO_00570	CDS	1314				hypothetical protein
MGBLIEJO_00571	CDS	876	glnQ_2			Glutamine transport ATP-binding protein GlnQ
MGBLIEJO_00572	CDS	717	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
MGBLIEJO_00573	CDS	765	isfD	1.1.1.313	COG4221	Sulfoacetaldehyde reductase
MGBLIEJO_00574	CDS	1179		5.1.3.11		Cellobiose 2-epimerase
MGBLIEJO_00575	CDS	1893	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
MGBLIEJO_00576	CDS	888	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
MGBLIEJO_00577	CDS	246	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
MGBLIEJO_00578	CDS	1167	metC	4.4.1.13	COG0626	Cystathionine beta-lyase
MGBLIEJO_00579	CDS	564	yhcG	3.1.-.-	COG4804	Putative nuclease YhcG
MGBLIEJO_00580	CDS	843	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
MGBLIEJO_00581	CDS	777				hypothetical protein
MGBLIEJO_00582	CDS	705	tagH	7.5.2.4	COG1134	Teichoic acids export ATP-binding protein TagH
MGBLIEJO_00583	CDS	762				hypothetical protein
MGBLIEJO_00584	CDS	615				hypothetical protein
MGBLIEJO_00585	CDS	639		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
MGBLIEJO_00586	CDS	732				hypothetical protein
MGBLIEJO_00587	CDS	321				hypothetical protein
MGBLIEJO_00588	CDS	1776				hypothetical protein
MGBLIEJO_00589	CDS	606				hypothetical protein
MGBLIEJO_00590	CDS	1044				hypothetical protein
MGBLIEJO_00591	CDS	246				hypothetical protein
MGBLIEJO_00592	CDS	732	prtR		COG2932	HTH-type transcriptional regulator PrtR
MGBLIEJO_00593	CDS	528	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
MGBLIEJO_00594	CDS	810	mtfA		COG3228	Protein MtfA
MGBLIEJO_00595	CDS	648	dedA		COG0586	Protein DedA
MGBLIEJO_00596	CDS	849	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
MGBLIEJO_00597	CDS	1395	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
MGBLIEJO_00598	CDS	1521	adh_1	1.2.1.3	COG1012	Aldehyde dehydrogenase
MGBLIEJO_00599	CDS	1350	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
MGBLIEJO_00600	CDS	630	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
MGBLIEJO_00601	CDS	285				hypothetical protein
MGBLIEJO_00602	CDS	642				hypothetical protein
MGBLIEJO_00603	CDS	1728				hypothetical protein
MGBLIEJO_00604	CDS	456		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
MGBLIEJO_00605	CDS	363	cidA			Holin-like protein CidA
MGBLIEJO_00606	CDS	717	yohK		COG1346	Inner membrane protein YohK
MGBLIEJO_00607	CDS	591				hypothetical protein
MGBLIEJO_00608	CDS	567				hypothetical protein
MGBLIEJO_00609	CDS	639				hypothetical protein
MGBLIEJO_00610	CDS	750	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
MGBLIEJO_00611	CDS	306				hypothetical protein
MGBLIEJO_00612	CDS	858				hypothetical protein
MGBLIEJO_00613	CDS	1356				hypothetical protein
MGBLIEJO_00614	CDS	1278	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
MGBLIEJO_00615	CDS	279				hypothetical protein
MGBLIEJO_00616	CDS	1398				hypothetical protein
MGBLIEJO_00617	CDS	1029				hypothetical protein
MGBLIEJO_00618	CDS	804	nimR			HTH-type transcriptional regulator NimR
MGBLIEJO_00619	CDS	897				hypothetical protein
MGBLIEJO_00620	CDS	399	hmrR			HTH-type transcriptional regulator HmrR
MGBLIEJO_00621	CDS	2199	copA_1	7.2.2.8	COG2217	Copper-exporting P-type ATPase
MGBLIEJO_00622	CDS	381				hypothetical protein
MGBLIEJO_00623	CDS	198				hypothetical protein
MGBLIEJO_00624	CDS	1197	bcr			Bicyclomycin resistance protein
MGBLIEJO_00625	CDS	1014				Zinc-type alcohol dehydrogenase-like protein
MGBLIEJO_00626	CDS	924	dmlR_1			HTH-type transcriptional regulator DmlR
MGBLIEJO_00627	CDS	693				hypothetical protein
MGBLIEJO_00628	CDS	954		3.5.4.2	COG1816	Adenine deaminase
MGBLIEJO_00629	CDS	966	vldW_1	1.14.11.52		Validamycin A dioxygenase
MGBLIEJO_00630	CDS	1095				Purine-binding protein
MGBLIEJO_00631	CDS	792	fecE_1		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
MGBLIEJO_00632	CDS	969	fecD		COG0609	Fe(3+) dicitrate transport system permease protein FecD
MGBLIEJO_00633	CDS	990	fecC		COG0609	Fe(3+) dicitrate transport system permease protein FecC
MGBLIEJO_00634	CDS	921	fecB		COG4594	Fe(3+) dicitrate-binding periplasmic protein
MGBLIEJO_00635	CDS	1104	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
MGBLIEJO_00636	CDS	1356		3.5.4.32	COG0402	8-oxoguanine deaminase
MGBLIEJO_00637	CDS	690				hypothetical protein
MGBLIEJO_00638	CDS	927				hypothetical protein
MGBLIEJO_00639	CDS	1101				hypothetical protein
MGBLIEJO_00640	CDS	1554	mglA_1	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
MGBLIEJO_00641	CDS	594	yigZ		COG1739	IMPACT family member YigZ
MGBLIEJO_00642	CDS	663	rutR_1		COG1309	HTH-type transcriptional regulator RutR
MGBLIEJO_00643	CDS	1398	xanP		COG2233	Xanthine permease XanP
MGBLIEJO_00644	CDS	921				hypothetical protein
MGBLIEJO_00645	CDS	1347		2.6.1.18		Omega-amino acid--pyruvate aminotransferase
MGBLIEJO_00646	CDS	1494	bauC_1	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
MGBLIEJO_00647	rRNA	1534				16S ribosomal RNA
MGBLIEJO_00648	tRNA	77				tRNA-Ile(gat)
MGBLIEJO_00649	tRNA	76				tRNA-Ala(tgc)
MGBLIEJO_00650	rRNA	2891				23S ribosomal RNA
MGBLIEJO_00651	rRNA	110				5S ribosomal RNA
MGBLIEJO_00652	CDS	3474	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
MGBLIEJO_00653	CDS	3693	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
MGBLIEJO_00654	CDS	2094	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
MGBLIEJO_00655	CDS	405				hypothetical protein
MGBLIEJO_00656	CDS	1140				hypothetical protein
MGBLIEJO_00657	CDS	480				hypothetical protein
MGBLIEJO_00658	CDS	747				hypothetical protein
MGBLIEJO_00659	CDS	609				hypothetical protein
MGBLIEJO_00660	CDS	948	hdfR_1			HTH-type transcriptional regulator HdfR
MGBLIEJO_00661	CDS	1527	mmsA	1.2.1.27	COG1012	Methylmalonate-semialdehyde dehydrogenase [acylating]
MGBLIEJO_00662	CDS	888	mmsB	1.1.1.31	COG2084	3-hydroxyisobutyrate dehydrogenase
MGBLIEJO_00663	CDS	1728	ggt	3.4.19.13		Glutathione hydrolase proenzyme
MGBLIEJO_00664	CDS	768	phnE_1		COG3639	Phosphate-import permease protein PhnE
MGBLIEJO_00665	CDS	828				hypothetical protein
MGBLIEJO_00666	CDS	798	phnC_1	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
MGBLIEJO_00667	CDS	852	phnD1		COG3221	putative ABC transporter phosphite binding protein PhnD1
MGBLIEJO_00668	CDS	1185	selD	2.7.9.3	COG0709	Selenide, water dikinase
MGBLIEJO_00669	CDS	1101	selU	2.5.1.-	COG2603	tRNA 2-selenouridine synthase
MGBLIEJO_00670	CDS	765				hypothetical protein
MGBLIEJO_00671	CDS	135				hypothetical protein
MGBLIEJO_00672	CDS	969	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
MGBLIEJO_00673	CDS	312	rplU		COG0261	50S ribosomal protein L21
MGBLIEJO_00674	CDS	276	rpmA		COG0211	50S ribosomal protein L27
MGBLIEJO_00675	CDS	1224	obg	3.6.5.-		GTPase Obg
MGBLIEJO_00676	CDS	1119	proB	2.7.2.11		Glutamate 5-kinase
MGBLIEJO_00677	CDS	471				hypothetical protein
MGBLIEJO_00678	CDS	279	rpsT		COG0268	30S ribosomal protein S20
MGBLIEJO_00679	CDS	1539	murJ_1		COG0728	putative lipid II flippase MurJ
MGBLIEJO_00680	CDS	927	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
MGBLIEJO_00681	CDS	2832	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
MGBLIEJO_00682	CDS	507	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
MGBLIEJO_00683	CDS	477	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
MGBLIEJO_00684	CDS	948	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
MGBLIEJO_00685	CDS	501				hypothetical protein
MGBLIEJO_00686	CDS	474				hypothetical protein
MGBLIEJO_00687	CDS	516				hypothetical protein
MGBLIEJO_00688	CDS	708				hypothetical protein
MGBLIEJO_00689	CDS	450				hypothetical protein
MGBLIEJO_00690	CDS	3198				hypothetical protein
MGBLIEJO_00691	CDS	408				hypothetical protein
MGBLIEJO_00692	CDS	1104	thiO	1.4.3.19		Glycine oxidase
MGBLIEJO_00693	CDS	1338	zraR_1		COG2204	Transcriptional regulatory protein ZraR
MGBLIEJO_00694	CDS	1593	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
MGBLIEJO_00695	CDS	240				hypothetical protein
MGBLIEJO_00696	CDS	1023	bamD			Outer membrane protein assembly factor BamD
MGBLIEJO_00697	CDS	963	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
MGBLIEJO_00698	CDS	729	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
MGBLIEJO_00699	CDS	2565	clpB		COG0542	Chaperone protein ClpB
MGBLIEJO_00700	tRNA	76				tRNA-Asn(gtt)
MGBLIEJO_00701	tRNA	77				tRNA-Pro(tgg)
MGBLIEJO_00702	tRNA	76				tRNA-Lys(ttt)
MGBLIEJO_00703	tRNA	77				tRNA-Pro(tgg)
MGBLIEJO_00704	CDS	1953				hypothetical protein
MGBLIEJO_00705	CDS	369				hypothetical protein
MGBLIEJO_00706	CDS	975				hypothetical protein
MGBLIEJO_00707	CDS	489	hcp1_1		COG3157	Protein hcp1
MGBLIEJO_00708	CDS	474				hypothetical protein
MGBLIEJO_00709	CDS	489				hypothetical protein
MGBLIEJO_00710	CDS	1182				hypothetical protein
MGBLIEJO_00711	CDS	120				hypothetical protein
MGBLIEJO_00712	CDS	1296	sacB_1	2.4.1.10		Levansucrase
MGBLIEJO_00713	CDS	186				hypothetical protein
MGBLIEJO_00714	CDS	465				hypothetical protein
MGBLIEJO_00715	CDS	801	trpC_1	4.1.1.48		Indole-3-glycerol phosphate synthase
MGBLIEJO_00716	CDS	1620				hypothetical protein
